Libelle1;Libelle2;Localisation;voie;CP;CEDEXB;Ville;DEPT;INSEE;coordonnees_ban;coordonnees_insee;coordonnees_finales;code_bib;code_ua;Code region;Statut;surface;type_adresse;amplitude_horaire;pop_com
Bibliothèque;;;20 rue principale;25440;;Chay;25;25143;47.035518, 5.859835;47.0335238576, 5.86151030657;47.035518,5.859835;16500.0;16500.0;27;Bibliothèque municipale;;Bibliothèque ouverte au public;;219.0
Bibliothèque;;;1 rue des Tilleuls;25500;;La Chenalotte;25;25148;47.109111, 6.685147;47.1081527318, 6.68735425042;47.109111,6.685147;16501.0;16501.0;27;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;1.0;483.0
Mairie;;;11 grande rue;25170;;Chevigney-sur-l'Ognon;25;25150;47.298657, 5.837075;47.293137629, 5.84651506697;47.298657,5.837075;16503.0;16503.0;27;Bibliothèque municipale;22.0;Bibliothèque ouverte au public;3.0;283.0
Mairie;;;10 rue de Voujeaucourt;25420;;Courcelles-lès-Montbéliard;25;25170;47.501256, 6.776067;47.4947051288, 6.78554896767;47.501256,6.776067;16510.0;16510.0;27;Bibliothèque municipale;80.0;Bibliothèque ouverte au public;4.0;1215.0
Mairie;;;13 grande rue;25470;;Courtefontaine;25;25174;47.319373, 6.907754;47.3214778627, 6.91192058012;47.319373,6.907754;16512.0;16512.0;27;Bibliothèque municipale;20.0;Bibliothèque ouverte au public;1.0;254.0
Bibliothèque;;;rue du recteur Marcel Prélot;25150;;Dambelin;25;25187;47.374021, 6.676155;47.3691799616, 6.66774947853;47.374021,6.676155;16515.0;16515.0;27;Bibliothèque municipale;54.0;Bibliothèque ouverte au public;2.0;497.0
Bibliothèque;;salle des fêtes;3 place des Tilleuls;25150;;Écot;25;25214;47.425898, 6.731109;47.4230386547, 6.73233189748;47.425898,6.731109;16526.0;16526.0;27;Bibliothèque municipale;24.0;Bibliothèque ouverte au public;2.0;518.0
Bibliothèque;;;2 impasse de l'ancienne cure;25870;;Geneuille;25;25265;47.323734, 5.970559;47.3201113238, 5.97104762863;47.323734,5.970559;16584.0;16584.0;27;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;6.0;1369.0
Bibliothèque;;;2 place de la Libération;25790;;Les Gras;25;25296;46.994784, 6.544358;46.9868721802, 6.53969439313;46.994784,6.544358;16616.0;16616.0;27;Bibliothèque municipale;35.0;Bibliothèque ouverte au public;1.5;847.0
Bibliothèque;;;10 grande rue;25170;;Jallerange;25;25317;47.253216, 5.716283;47.2569810694, 5.71944312657;47.253216,5.716283;16632.0;16632.0;27;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;4.5;251.0
Bibliothèque pour tous;;;5 rue Parrenin;25130;;Villers-le-Lac;25;25321;47.06049, 6.670207;47.0702797882, 6.68940922893;47.06049,6.670207;14038.0;14038.0;27;Bibliothèque municipale;;Bibliothèque ouverte au public;;4926.0
Ecole;;;10 grande rue;25650;;Maisons-du-Bois-Lièvremont;25;25357;46.966506, 6.420331;46.9795599744, 6.41425984955;46.966506,6.420331;16665.0;16665.0;27;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;0.5;789.0
Bibliothèque;;;rue de la Velle;25250;;Médière;25;25372;47.456213, 6.601195;47.4632149393, 6.60260963747;47.456213,6.601195;16669.0;16669.0;27;Bibliothèque municipale;;Bibliothèque ouverte au public;;312.0
Bibliothèque Municipale;;;rue de l'Ancien couvent;25480;;Miserey-Salines;25;25381;47.287709, 5.972331;47.2878400774, 5.97360872254;47.287709,5.972331;14019.0;14019.0;27;Bibliothèque municipale;165.0;Bibliothèque ouverte au public;8.0;2418.0
Mairie;;;16 rue principale;25190;;Montandon;25;25387;47.304041, 6.840556;47.2987632167, 6.83499766381;47.304041,6.840556;16674.0;16674.0;27;Bibliothèque municipale;12.0;Bibliothèque ouverte au public;;412.0
Bibliothèque;;;1 rue du commerce;25660;;Morre;25;25410;47.226693, 6.064233;47.2196069824, 6.07140212978;47.226693,6.064233;16759.0;16759.0;27;Bibliothèque municipale;90.0;Bibliothèque ouverte au public;3.0;1444.0
Mairie;;;2 rue de la Vigne;25360;;Naisey-les-Granges;25;25417;47.212252, 6.236057;47.2083549506, 6.2346662977;47.212252,6.236057;16763.0;16763.0;27;Bibliothèque municipale;62.0;Bibliothèque ouverte au public;1.0;820.0
Bibliothèque;;;rue de la liberté;25360;;Osse;25;25437;47.266026, 6.211087;47.2716954435, 6.21232234224;47.266026,6.211087;16767.0;16767.0;27;Bibliothèque municipale;;Bibliothèque ouverte au public;;331.0
Mairie;;;3 rue de la Côte;25550;;Raynans;25;25481;47.53233, 6.719248;47.5368460098, 6.72116733981;47.53233,6.719248;16864.0;16864.0;27;Bibliothèque municipale;;Bibliothèque ouverte au public;;354.0
Bibliothèque municipale;Espace culturel;;34 grande rue;25640;;Roulans;25;25508;47.316273, 6.232612;47.3176462512, 6.23539545398;47.316273,6.232612;957.0;957.0;27;Bibliothèque municipale;130.0;Bibliothèque ouverte au public;3.0;1149.0
Médiathèque Municipale Les Mots Passants;;;24 rue Charles de Gaulle;25410;;Saint-Vit;25;25527;47.181808, 5.81109;47.1854090254, 5.82031300598;47.181808,5.81109;963.0;963.0;27;Bibliothèque municipale;478.0;Bibliothèque ouverte au public;20.0;4897.0
Mairie;;;place centrale;25190;;Villars-sous-Dampjoux;25;25617;47.348628, 6.756579;47.3616773268, 6.75143878477;47.348628,6.756579;17060.0;17060.0;27;Bibliothèque municipale;25.0;Bibliothèque ouverte au public;2.0;376.0
Mairie;;;8 rue de la Barèche;25580;;Voires;25;25630;47.097521, 6.247127;47.099837579, 6.25737122884;47.097521,6.247127;17158.0;17158.0;27;Bibliothèque municipale;30.0;Bibliothèque ouverte au public;;94.0
Bibliothèque;;;12 rue de Pontarlier;25300;;Vuillecin;25;25634;46.929554, 6.333185;46.9530445219, 6.3333452653;46.929554,6.333185;17160.0;17160.0;27;Bibliothèque municipale;35.0;Bibliothèque ouverte au public;2.0;651.0
Bibliothèque  De  Barbières  Loisirs;;;25 RUE DE LA BISE;26300;;Barbières;26;26023;44.956208, 5.141552;44.9407100008, 5.1621339854;44.956208,5.141552;974.0;974.0;84;Bibliothèque municipale;62.0;Bibliothèque ouverte au public;4.0;1026.0
Bibliotheque  Communale De Beaufort-Sur-Gervanne;;;ROUTE DE  SUZE;26400;;Beaufort-sur-Gervanne;26;26035;44.775572, 5.138942;44.7778627524, 5.14914685983;44.775572,5.138942;5135.0;5135.0;84;Bibliothèque municipale;15.0;Bibliothèque ouverte au public;4.0;475.0
Bibliotheque De Besayes;;Mairie, 1er étage;7 rue de la Liberté;26300;;Bésayes;26;26049;44.965358, 5.078135;44.9656211698, 5.08769941869;44.965358,5.078135;5137.0;5137.0;84;Bibliothèque municipale;45.0;Bibliothèque ouverte au public;4.0;1219.0
Médiathèque  Municipale;;;2 RUE DE  BEAUVOISIN;26170;;Buis-les-Baronnies;26;26063;44.275996, 5.27261;44.276084918, 5.27102720538;44.275996,5.27261;979.0;979.0;84;Bibliothèque municipale;160.0;Bibliothèque ouverte au public;12.0;2388.0
Bibliotheque  Municipale;;MAIRIE;25 RUE Pauline de Simiane;26700;;La Garde-Adhémar;26;26138;44.392989, 4.752669;44.3910321281, 4.74995521601;44.392989,4.752669;5155.0;5155.0;84;Bibliothèque municipale;46.0;Bibliothèque ouverte au public;6.0;1098.0
Autour  Du  Livre;;MAIRIE;rue des Ecoles;26290;;Les Granges-Gontardes;26;26145;44.417026, 4.763736;44.4276255565, 4.75667290767;44.417026,4.763736;5159.0;5159.0;84;Bibliothèque municipale;45.0;Bibliothèque ouverte au public;6.5;634.0
Facteur  Livres;;;9 RUE GRANDE RUE;26390;;Hauterives;26;26148;45.255261, 5.025408;45.2531318961, 5.03890051162;45.255261,5.025408;5160.0;5160.0;84;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;6.0;1957.0
Bibliotheque;;;120 rue du parc;26210;;Lens-Lestang;26;26162;45.293649, 5.039697;45.2960581981, 5.04115943203;45.293649,5.039697;994.0;994.0;84;Bibliothèque municipale;50.0;Bibliothèque ouverte au public;4.0;867.0
Mediatheque  Municipale;LOUISE MICHEL;;PLACE DE  LA  MADELEINE;26250;;Livron-sur-Drôme;26;26165;44.771418, 4.840093;44.7874186099, 4.83899378303;44.771418,4.840093;995.0;995.0;84;Bibliothèque municipale;600.0;Bibliothèque ouverte au public;15.0;9048.0
Association Culturelle  Du  Haut  Buech;bibliothèque;LE  VILLAGE;;26620;;Lus-la-Croix-Haute;26;26168;44.665151, 5.705196;44.6828031377, 5.72316122016;44.665151,5.705196;5165.0;5165.0;84;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;7.0;555.0
Bibliotheque  Communale Les mille feuilles;;;105 PLACE JAMES JOULES;26780;;Malataverne;26;26169;44.49014, 4.748936;44.4735237549, 4.74537048186;44.49014,4.748936;5166.0;5166.0;84;Bibliothèque municipale;122.0;Bibliothèque ouverte au public;11.5;2001.0
Bibliotheque  Communale   Marsanne;;;1 PLACE AUGUSTE  CANON;26740;;Marsanne;26;26176;44.643288, 4.872815;44.640273082, 4.88311372596;44.643288,4.872815;5170.0;5170.0;84;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;13.0;1359.0
Bibliotheque  Municipale;;;PLACE DE  L  ECOLE;26260;;Marsaz;26;26177;45.116967, 4.94447;45.1211976778, 4.932214307;45.116967,4.94447;5171.0;5171.0;84;Bibliothèque municipale;25.0;Bibliothèque ouverte au public;4.0;800.0
Bibliotheque  Communale  Mille  Feuille;;;230 Rue des Terreaux;26210;;Moras-en-Valloire;26;26213;45.291006, 4.996245;45.2853226876, 4.99962084513;45.291006,4.996245;5174.0;5174.0;84;Bibliothèque municipale;102.0;Bibliothèque ouverte au public;8.0;662.0
Bibliotheque  Communale;LES AMIS DE LA LECTURE;;2 RUE GRANDE RUE;26340;;Saillans;26;26289;44.696506, 5.195793;44.6950992434, 5.18821011414;44.696506,5.195793;1011.0;1011.0;84;Bibliothèque municipale;94.0;Bibliothèque ouverte au public;6.5;1259.0
Bibliothèque  Ludothèque;;rue du tram;RUE DU  TRAM;26190;;Saint-Laurent-en-Royans;26;26311;45.028984, 5.326955;45.0096991551, 5.34660172162;45.028984,5.326955;1017.0;1017.0;84;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;7.0;1433.0
Médiathèque  Départementale  Drôme  des  Collines;;;5 AVENUE EUGENE BUISSONNET;26240;;Saint-Vallier;26;26333;45.174083, 4.818302;45.1794682912, 4.8198371003;45.174083,4.818302;5192.0;5192.0;84;Bibliothèque municipale;1583.0;Bibliothèque ouverte au public;26.0;4110.0
Bibliotheque  Intercommunale  Maurice  Burrus;MAURICE BURRUS;;15 Route de la Forêt;26400;;Saou;26;26336;44.647044, 5.065002;44.6470256973, 5.11072905542;44.647044,5.065002;1012.0;1012.0;84;Bibliothèque municipale;60.0;Bibliothèque ouverte au public;4.0;566.0
Bibliotheque  Communale;AMICALE LAIQUE;LA  GRANDE  MAISON;505 AVENUE DES COTES DU RHONE;26790;;SUZE-LA-ROUSSE;26;26345;44.289078, 4.839623;44.2929309503, 4.84420435248;44.289078,4.839623;1021.0;1021.0;84;Bibliothèque municipale;80.0;Bibliothèque ouverte au public;14.0;2116.0
Bibliothèque Associative Farandole de Livres;;;10 Traverse du Bosquet;26790;;Tulette;26;26357;44.286458, 4.933177;44.2840624868, 4.93792582794;44.286458,4.933177;1023.0;1023.0;84;Bibliothèque municipale;56.0;Bibliothèque ouverte au public;6.0;2011.0
Médiathèque de la Chamberliere;;;8 RUE JEAN VILAR;26000;;Valence;26;26362;44.94394, 4.911425;44.9229811667, 4.91444013136;44.94394,4.911425;5487.0;10555.0;84;Bibliothèque municipale classée;;Bibliothèque ouverte au public;;64343.0
Médiathèque de Valence Sud;;;148 AVENUE MAURICE FAURE;26000;;Valence;26;26362;44.915117, 4.883584;44.9229811667, 4.91444013136;44.915117,4.883584;5489.0;10555.0;84;Bibliothèque municipale classée;;Bibliothèque ouverte au public;;64343.0
Bibliotheque  Communale;;VERCHENY LE HAUT FACE A LA MAIRIE;QUARTIER LE  TEMPLE;26340;;Vercheny;26;26368;44.710778, 5.250078;44.7147022562, 5.24834854956;44.710778,5.250078;5199.0;5199.0;84;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;4.0;456.0
Bibliotheque  Municipale;;LE  VILLAGE;PLACE DES VIGNERONS;26600;;Gervans;26;26380;45.107898, 4.831541;45.1078817162, 4.83145777292;45.107898,4.831541;5202.0;5202.0;84;Bibliothèque municipale;31.0;Bibliothèque ouverte au public;3.0;577.0
Bibliothèque municipale;;;2 rue du Clos de l'Écu;27930;;Bacquepuis;27;27033;49.089097, 1.038803;49.0908435068, 1.04555863725;49.089097,1.038803;18551.0;18551.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;328.0
Bibliothèque Municipale de Bouafles;;;Rue haute;27700;;Bouafles;27;27097;49.213935, 1.389755;49.2013162618, 1.38671055772;49.213935,1.389755;18566.0;18566.0;28;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;4.0;664.0
Bibliotheque municipale de La Chapelle Gauthier;Château de La Chapelle Gauthier;MAIRIE;PLACE DU GENERAL DE GAULLE;77720;;LA CHAPELLE GAUTHIER;27;27148;;48.9851351393, 0.463962400697;48.9851351393,0.463962400697;9550.0;9550.0;28;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;13.0;418.0
Médiathèque municipale Jules Verne;;Mairie;Place du général de Gaulle;27380;;Charleval;27;27151;49.370286, 1.38162;49.3796508002, 1.38961447522;49.370286,1.38162;1030.0;1030.0;28;Bibliothèque municipale;135.0;Bibliothèque ouverte au public;17.0;1850.0
Bibliothèque;;;6 rue Jacques Hotteterre;27750;;La Couture-Boussey;27;27183;48.896831, 1.406964;48.9020135083, 1.396314901;48.896831,1.406964;18639.0;18639.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;2374.0
Bibliothèque municipale;;;1 place de la mairie;27440;;Ecouis;27;27214;49.310146, 1.433263;49.3066926655, 1.42999721744;49.310146,1.433263;1032.0;1032.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;847.0
Bibliothèque municipale;;;9 rue du Général Leclerc;27380;;Fleury-sur-Andelle;27;27246;49.359242, 1.356644;49.3635499787, 1.35185720942;49.359242,1.356644;18592.0;18592.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;1892.0
Bibliothèque municipale;;;36 rue Saint Pierre;27220;;Grossoeuvre;27;27301;48.935911, 1.200068;48.9401893709, 1.18649118902;48.935911,1.200068;18624.0;18624.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;1189.0
Bibliothèque;;;1 route d'Elbeuf;27370;;Le Bosc du Theil;27;27302;49.226609, 0.842393;49.2281464419, 0.840519309317;49.226609,0.842393;18643.0;18643.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;1359.0
Bibliothèque municipale;;;Place de la mairie;27400;;Heudreville-sur-Eure;27;27335;49.140243, 1.188742;49.1320841365, 1.18870983275;49.140243,1.188742;1037.0;1037.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;1070.0
Mediathèque du Neubourg;;;54 Avenue de la Libération;27110;;Le Neubourg;27;27428;49.143879, 0.902409;49.1482790328, 0.897176574238;49.143879,0.902409;4714.0;4714.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;4397.0
Médiathèque de Pacy-sur-Eure;;;7 rue du Château;27120;;Pacy-sur-Eure;27;27448;49.01384, 1.382869;49.0221961311, 1.39950768038;49.01384,1.382869;1041.0;1052.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;5433.0
Bibliothèque municipale Jules Verne;;;10 bis rue de l'église;27910;;Perriers-sur-Andelle;27;27453;49.414669, 1.372453;49.4084277874, 1.36331833867;49.414669,1.372453;1042.0;1042.0;28;Bibliothèque municipale;176.0;Bibliothèque ouverte au public;12.0;1853.0
Médiathèque Jacques Hyacinthe Paumier;;;3 Place de la liberté;27350;;Routot;27;27500;49.376925, 0.736736;49.3851066473, 0.726281563291;49.376925,0.736736;18662.0;18662.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;1589.0
Bibliothèque municipale;;;Rue de Normandie;27470;;Serquigny;27;27622;49.108832, 0.708465;49.1148167511, 0.707564259681;49.108832,0.708465;4715.0;4715.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;2060.0
Médiathèque de Tourny;;;8 bis rue de la mare;27510;;Vexin-sur-Epte;27;27653;;49.1874468221, 1.54640394705;49.1874468221,1.54640394705;18595.0;18594.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;979.0
Bibliothèque le « Chat Pitre »;;;Rue des sports;27380;;Vandrimare;27;27670;49.385087, 1.359122;49.3827490868, 1.35158602965;49.385087,1.359122;18676.0;18676.0;28;Bibliothèque municipale;;Bibliothèque ouverte au public;;978.0
Bibliothèque municipale;;;11 rue rosée;27940;;Villers-sur-le-Roule;27;27691;49.194618, 1.325038;49.1911682593, 1.3195023232;49.194618,1.325038;18678.0;18678.0;28;Bibliothèque municipale;32.0;Bibliothèque ouverte au public;7.5;848.0
Bibliotheque de Brou;;;1 Passage BISSON;28160;;Brou;28;28061;48.210231, 1.165465;48.2174479455, 1.15740318839;48.210231,1.165465;1057.0;1057.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;3411.0
Bibliothèque de Champhol;;;14 rue de la mairie;28300;;Champhol;28;28070;48.469068, 1.500315;48.4669825206, 1.51056677548;48.469068,1.500315;15889.0;15889.0;24;Bibliothèque municipale;36.0;Bibliothèque ouverte au public;12.0;3701.0
Médiathèque Bernadette Aleton;;;30 RUE JEAN CHAUVEAU;28220;;Cloyes-sur-le-Loir, 28220 Cloyes-les-Trois-Rivière;28;28103;47.994813, 1.23531;47.9934559542, 1.22150535909;47.994813,1.23531;1061.0;18419.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;5894.0
Bibliothèque de Le Mée;;;3 route de Meung;28260;;Le Mée;28;28103;;47.9934559542, 1.22150535909;47.9934559542,1.22150535909;15919.0;18419.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;5894.0
Bibliothèque du Coudray;;MAISON DES ASSOCIATIONS;13 RUE DE L'ANCIENNE MAIRIE;28630;;Le Coudray;28;28110;48.421217, 1.499842;48.41900521, 1.50280738837;48.421217,1.499842;4680.0;4680.0;24;Bibliothèque municipale;47.0;Bibliothèque ouverte au public;8.2;4360.0
Médiathèque  de Courville;L'Eure de lire;;RUE DU 19 MARS 1962;28190;;Courville-sur-Eure;28;28116;48.4478, 1.237156;48.4522710093, 1.24921701438;48.4478,1.237156;1062.0;1062.0;24;Bibliothèque municipale;95.0;Bibliothèque ouverte au public;18.0;2860.0
Bibliothèque municipale CALLIOPE;;;RUE DES ROULIERS;28630;;Fontenay-sur-Eure;28;28158;48.396813, 1.413001;48.4059853535, 1.42241249487;48.396813,1.413001;15907.0;15907.0;24;Bibliothèque municipale;90.0;Bibliothèque ouverte au public;8.0;941.0
Bibliothèque de Lanneray;;;28 rue de la mairie;28200;;Lanneray;28;28205;48.087084, 1.240174;48.0865267047, 1.22911535652;48.087084,1.240174;15916.0;15916.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;585.0
Bibliothèque de Levainville;;;3 rue de la mare Lifa;28700;;Levainville;28;28208;48.496184, 1.73836;48.4925727301, 1.74748225078;48.496184,1.73836;15921.0;15921.0;24;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;5.0;403.0
Bibliotheque Municipale;;;131 avenue DE LA RESISTANCE;28300;;Mainvilliers;28;28229;48.450602, 1.463369;48.4625411561, 1.44581970225;48.450602,1.463369;1068.0;1068.0;24;Bibliothèque municipale;350.0;Bibliothèque ouverte au public;22.0;11496.0
Bibliothèque de Marboué;;;12 rue du Docteur Péan;28200;;Marboué;28;28233;48.113195, 1.331446;48.1196433379, 1.30776071957;48.113195,1.331446;15925.0;15925.0;24;Bibliothèque municipale;50.0;Bibliothèque ouverte au public;5.5;1149.0
Bibliothèque de Ouarville;;;4 bis rue de la République;28150;;OUARVILLE;28;28291;48.354597, 1.77212;48.3617202687, 1.76951827841;48.354597,1.77212;15935.0;15935.0;24;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;9.2;520.0
Bibliothèque de Prunay-le-Gillon;;;27 GRANDE RUE;28360;;PRUNAY-LE-GILLON;28;28309;48.365525, 1.637349;48.3665143772, 1.63539609302;48.365525,1.637349;15939.0;15939.0;24;Bibliothèque municipale;40.0;Bibliothèque ouverte au public;4.5;1085.0
Bibliotheque Municipale;;MAIRIE DE SAINT-PREST;78 RUE DE LA REPUBLIQUE;28300;;Saint-Prest;28;28358;48.49211, 1.531075;48.4920175304, 1.5142471785;48.49211,1.531075;4678.0;4678.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;2113.0
Bibliotheque de Saint-Rémy;;;PLACE DE L'EGLISE;28380;;Saint-Rémy-sur-Avre;28;28359;48.762311, 1.24194;48.7491986422, 1.23713784044;48.762311,1.24194;4491.0;4491.0;24;Bibliothèque municipale;85.0;Bibliothèque ouverte au public;8.0;3998.0
Bibliothèque de Souancé;;;place de l'église;28400;;Souancé-au-Perche;28;28378;48.267995, 0.855511;48.2707984058, 0.834784803134;48.267995,0.855511;15947.0;15947.0;24;Bibliothèque municipale;50.0;Bibliothèque ouverte au public;2.0;552.0
Médiathèque Aslan et Michel Gourdon;;;1 Avenue de la gare;28480;;Thiron-Gardais;28;28387;48.311532, 0.995847;48.3047563926, 1.01132470631;48.311532,0.995847;15950.0;15950.0;24;Bibliothèque municipale;100.0;Bibliothèque ouverte au public;9.0;1032.0
Bibliotheque Municipale;JACQUES BREL;;2 CHEMIN DE VOLHARD;28500;;VERNOUILLET;28;28404;48.719706, 1.356976;48.7197917196, 1.35089721897;48.719706,1.356976;1075.0;1075.0;24;Bibliothèque municipale;;Bibliothèque ouverte au public;;12710.0
